"";"x"
"9494";377
"9495";386
"9496";379
"9497";487
"9498";477
"9499";383
"9500";475
"9501";436
"9502";405
"9503";290
"9504";215
"9505";264
"9506";363
"9507";441
"9508";450
"9509";274
"9510";428
"9511";418
"9512";389
"9513";356
"9514";496
"9515";449
"9516";303
"9517";239
"9518";202
"9519";449
"9520";220
"9521";235
"9522";469
"9523";293
"9524";491
"9525";344
"9526";475
"9527";381
"9528";208
"9529";408
"9530";338
"9531";438
"9532";316
"9533";254
"9534";453
"9535";351
"9536";282
"9537";282
"9538";287
"9539";313
"9540";365
"9541";206
"9542";231
"9543";335
"9544";489
"9545";441
"9546";428
"9547";261
"9548";301
"9549";499
"9550";212
"9551";368
"9552";214
"9553";354
"9554";337
"9555";329
"9556";433
"9557";453
"9558";221
"9559";389
"9560";216
"9561";275
"9562";444
"9563";328
"9564";207
"9565";431
"9566";418
"9567";463
"9568";386
"9569";432
"9570";224
"9571";297
"9572";264
"9573";282
"9574";319
"9575";434
"9576";323
"9577";201
"9578";291
"9579";337
"9580";419
"9581";425
"9582";208
"9583";451
"9584";454
"9585";365
"9586";392
"9587";217
"9588";443
"9589";299
"9590";283
"9591";201
"9592";483
"9593";438
"9594";389
"9595";384
"9596";422
"9597";378
"9598";373
"9599";449
"9600";309
"9601";493
"9602";381
"9603";255
"9604";445
"9605";265
"9606";407
"9607";224
"9608";338
"9609";396
"9610";450
"9611";469
"9612";442
"9613";483
"9614";292
"9615";442
"9616";300
"9617";488
"9618";287
"9619";467
"9620";479
"9621";287
"9622";322
"9623";352
"9624";244
"9625";275
"9626";267
"9627";330
"9628";375
"9629";321
"9630";264
"9631";364
"9632";401
"9633";239
"9634";401
"9635";264
"9636";478
"9637";471
"9638";452
"9639";464
"9640";349
"9641";397
"9642";348
"9643";458
"9644";392
"9645";258
"9646";382
"9647";418
"9648";364
"9649";489
"9650";404
"9651";247
"9652";411
"9653";302
"9654";392
"9655";263
"9656";361
"9657";336
"9658";473
"9659";397
"9660";403
"9661";374
"9662";282
"9663";221
"9664";377
"9665";474
"9666";396
"9667";482
"9668";374
"9669";249
"9670";431
"9671";228
"9672";404
"9673";326
"9674";205
"9675";461
"9676";332
"9677";369
"9678";433
"9679";285
"9680";353
"9681";207
"9682";217
"9683";203
"9684";381
"9685";212
"9686";448
"9687";238
"9688";222
"9689";225
"9690";411
"9691";461
"9692";483
"9693";222
"9694";290
"9695";487
"9696";238
"9697";239
"9698";310
"9699";203
"9700";421
"9701";318
"9702";217
"9703";421
"9704";248
"9705";281
"9706";292
"9707";292
"9708";413
"9709";319
"9710";254
"9711";422
"9712";379
"9713";356
"9714";482
"9715";482
"9716";228
"9717";350
"9718";335
"9719";285
"9720";226
"9721";410
"9722";310
"9723";346
"9724";478
"9725";208
"9726";381
"9727";454
"9728";441
"9729";447
"9730";256
"9731";221
"9732";259
"9733";401
"9734";358
"9735";398
"9736";468
"9737";325
"9738";288
"9739";212
"9740";206
"9741";465
"9742";231
"9743";201
"9744";218
"9745";489
"9746";362
"9747";461
"9748";438
"9749";261
"9750";343
"9751";447
"9752";215
"9753";358
"9754";405
"9755";220
"9756";284
"9757";270
"9758";477
"9759";334
"9760";466
"9761";343
"9762";262
"9763";481
"9764";495
"9765";403
"9766";484
"9767";455
"9768";311
"9769";281
"9770";459
"9771";351
"9772";451
"9773";353
"9774";309
"9775";306
"9776";387
"9777";227
"9778";252
"9779";467
"9780";274
"9781";242
"9782";460
"9783";468
"9784";321
"9785";204
"9786";400
"9787";454
"9788";385
"9789";348
"9790";281
"9791";478
"9792";214
"9793";305
"9794";307
"9795";268
"9796";359
"9797";483
"9798";361
"9799";451
"9800";422
"9801";432
"9802";430
"9803";437
"9804";396
"9805";450
"9806";204
"9807";482
"9808";409
"9809";384
"9810";354
"9811";423
"9812";298
"9813";377
"9814";213
"9815";466
"9816";428
"9817";495
"9818";354
"9819";312
"9820";283
"9821";356
"9822";471
"9823";438
"9824";500
"9825";476
"9826";264
"9827";484
"9828";455
"9829";369
"9830";448
"9831";229
"9832";293
"9833";278
"9834";229
"9835";220
"9836";328
"9837";219
"9838";491
"9839";246
"9840";369
"9841";267
"9842";358
"9843";319
"9844";461
"9845";253
"9846";298
"9847";290
"9848";364
"9849";226
"9850";427
"9851";465
"9852";353
"9853";472
"9854";267
"9855";431
"9856";429
"9857";491
"9858";490
"9859";244
"9860";353
"9861";389
"9862";298
"9863";428
"9864";377
"9865";418
"9866";278
"9867";293
"9868";267
"9869";201
"9870";352
"9871";466
"9872";343
"9873";483
"9874";434
"9875";362
"9876";404
"9877";252
"9878";340
"9879";461
"9880";434
"9881";417
"9882";205
"9883";381
"9884";365
"9885";388
"9886";371
"9887";295
"9888";479
"9889";370
"9890";245
"9891";454
"9892";207
"9893";245
"9894";368
"9895";227
"9896";460
"9897";336
"9898";473
"9899";305
"9900";376
"9901";293
"9902";277
"9903";450
"9904";399
"9905";320
"9906";336
"9907";463
"9908";202
"9909";249
"9910";429
"9911";465
"9912";268
"9913";303
"9914";320
"9915";453
"9916";288
"9917";297
"9918";303
"9919";301
"9920";367
"9921";451
"9922";318
"9923";464
"9924";396
"9925";499
"9926";349
"9927";417
"9928";250
"9929";470
"9930";354
"9931";264
"9932";216
"9933";489
"9934";479
"9935";294
"9936";364
"9937";418
"9938";409
"9939";477
"9940";294
"9941";280
"9942";412
"9943";239
"9944";500
"9945";267
"9946";396
"9947";438
"9948";217
"9949";356
"9950";226
"9951";447
"9952";289
"9953";484
"9954";444
"9955";411
"9956";324
"9957";202
"9958";466
"9959";494
"9960";313
"9961";211
"9962";411
"9963";441
"9964";466
"9965";353
"9966";457
"9967";443
"9968";467
"9969";463
"9970";238
"9971";282
"9972";350
"9973";408
"9974";439
"9975";436
"9976";403
"9977";345
"9978";426
"9979";271
"9980";437
"9981";482
"9982";361
"9983";295
